id, gt
000780, 1
000781, 1
000782, 1
000783, 1
000784, 1
000785, 1
000786, 1
000787, 1
000788, 1
000789, 1
000790, 1
000791, 1
000792, 1
000793, 1
000794, 1
000795, 1
000796, 1
000797, 1
000798, 1
000799, 1
000800, 1
000801, 1
000802, 1
000803, 1
000804, 1
000805, 1
000806, 1
000807, 1
000808, 1
000809, 1
000810, 1
000811, 1
000812, 1
000813, 1
000814, 1
000815, 1
000816, 1
000817, 1
000818, 1
000819, 1
000820, 1
000821, 1
000822, 1
000823, 1
000824, 1
000825, 1
000826, 1
000827, 1
000828, 1
000829, 1
000830, 1
000831, 1
000832, 1
000833, 1
000834, 1
000835, 1
000836, 1
000837, 1
000838, 1
000839, 1
000840, 1
000841, 1
000842, 1
000843, 1
000844, 1
000845, 1
000846, 1
000847, 1
000848, 1
000849, 1
000850, 1
000851, 1
000852, 1
000853, 1
000854, 1
000855, 1
000856, 1
000857, 1
000858, 1
000859, 1
000860, 1
000861, 1
000862, 1
000863, 1
000864, 1
000865, 1
000866, 1
000867, 1
000868, 1
000869, 1
000870, 1
000871, 1
000872, 1
000873, 1
000874, 1
000875, 1
000876, 1
000877, 1
000878, 1
000879, 1
000880, 1
000881, 1
000882, 1
000883, 1
000884, 1
000885, 1
000886, 1
000887, 1
000888, 1
000889, 1
000890, 1
000891, 1
000892, 1
000893, 1
000894, 1
000895, 1
000896, 1
000897, 1
000898, 1
000899, 1
000900, 1
000901, 1
000902, 1
000903, 1
000904, 1
000905, 1
000906, 1
000907, 1
000908, 1
000909, 1
000910, 1
000911, 1
000912, 1
000913, 1
000914, 1
000915, 1
000916, 1
000917, 1
000918, 1
000919, 1
000920, 1
000921, 1
000922, 1
000923, 1
000924, 1
000925, 1
000926, 1
000927, 1
000928, 1
000929, 1
000930, 1
000931, 1
000932, 1
000933, 1
000934, 1
000935, 1
000936, 1
000937, 1
000938, 1
000939, 1
000940, 1
000941, 1
000942, 1
000943, 1
000944, 1
000945, 1
000946, 1
000947, 1
000948, 1
000949, 1
000950, 1
000951, 1
000952, 1
000953, 1
000954, 1
000955, 1
000956, 1
000957, 1
000958, 1
000959, 1
000960, 1
000961, 1
000962, 1
000963, 1
000964, 1
000965, 1
000966, 1
000967, 1
000968, 1
000969, 1
000970, 1
000971, 1
000972, 1
000973, 1
000974, 1
000975, 1
000976, 1
000977, 1
000978, 1
000979, 1
000980, 1
000981, 1
000982, 1
000983, 1
000984, 1
000985, 1
000986, 1
000987, 1
000988, 1
000989, 1
000990, 1
000991, 1
000992, 1
000993, 1
000994, 1
000995, 1
000996, 1
000997, 1
000998, 1
000999, 1
001000, 1
001001, 1
001002, 1
001003, 1
001004, 1
001005, 1
001006, 1
001007, 1
001008, 1
001009, 1
001010, 1
001011, 1
001012, 1
001013, 1
001014, 1
001015, 1
001016, 1
001017, 1
001018, 1
001019, 1
001020, 1
001021, 1
001022, 1
001023, 1
001024, 1
001025, 1
001026, 1
001027, 1
001028, 1
001029, 1
001030, 1
001031, 1
001032, 1
001033, 1
001034, 1
001035, 1
001036, 1
001037, 1
001038, 1
001039, 1
001040, 1
001041, 1
001042, 1
001043, 1
001044, 1
001045, 1
001046, 1
001047, 1
001048, 1
001049, 1
001050, 1
001051, 1
001052, 1
001053, 1
001054, 1
001055, 1
001056, 1
001057, 1
001058, 1
001059, 1
001060, 1
001061, 1
001062, 1
001063, 1
001064, 1
001065, 1
001066, 1
001067, 1
001068, 1
001069, 1
001070, 1
001071, 1
001072, 1
001073, 1
001074, 1
001075, 1
001076, 1
001077, 1
001078, 1
001079, 1
001080, 1
001081, 1
001082, 1
001083, 1
001084, 1
001085, 1
001086, 1
001087, 1
001088, 1
001089, 1
001090, 1
001091, 1
001092, 1
001093, 1
001094, 1
001095, 1
001096, 1
001097, 1
001098, 1
001099, 1
001100, 1
001101, 1
001102, 1
001103, 1
001104, 1
001105, 1
001106, 1
001107, 1
001108, 1
001109, 1
001110, 1
001111, 1
001112, 1
001113, 1
001114, 1
001115, 1
001116, 1
001117, 1
001118, 1
001119, 1
001120, 1
001121, 1
001122, 1
001123, 1
001124, 1
001125, 1
001126, 1
001127, 1
001128, 1
001129, 1
001130, 1
001131, 1
001132, 1
001133, 1
001134, 1
001135, 1
001136, 1
001137, 1
001138, 1
001139, 1
001140, 1
001141, 1
001142, 1
001143, 1
001144, 1
001145, 1
001146, 1
001147, 1
001148, 1
001149, 1
001150, 1
001151, 1
001152, 1
001153, 1
001154, 1
001155, 1
001156, 1
001157, 1
001158, 1
001159, 1
001160, 1
001161, 1
001162, 1
001163, 1
001164, 1
001165, 1
001166, 1
001167, 1
001168, 1
001169, 1
001170, 1
001171, 1
001172, 1
001173, 1
001174, 1
001175, 1
001176, 1
001177, 1
001178, 1
001179, 1
001180, 1
001181, 1
001182, 1
001183, 1
001184, 1
001185, 1
001186, 1
001187, 1
001188, 1
001189, 1
001190, 1
001191, 1
001192, 1
001193, 1
001194, 1
001195, 1
001196, 1
001197, 1
001198, 1
001199, 1
001200, 1
001201, 1
001202, 1
001203, 1
001204, 1
001205, 1
001206, 1
001207, 1
001208, 1
001209, 1
001210, 1
001211, 1
001212, 1
001213, 1
001214, 1
001215, 1
001216, 1
001217, 1
001218, 1
001219, 1
001220, 1
001221, 1
001222, 1
001223, 1
001224, 1
001225, 1
001226, 1
001227, 1
001228, 1
001229, 1
001230, 1
001231, 1
001232, 1
001233, 1
001234, 1
001235, 1
001236, 1
001237, 1
001238, 1
001239, 1
001240, 1
001241, 1
001242, 1
001243, 1
001244, 1
001245, 1
001246, 1
001247, 1
001248, 1
001249, 1
001250, 1
001251, 1
001252, 1
001253, 1
001254, 1
001255, 1
001256, 1
001257, 1
001258, 1
001259, 1
001260, 1
001261, 1
001262, 1
001263, 1
001264, 1
001265, 1
001266, 1
001267, 1
001268, 1
001269, 1
001270, 1
001271, 1
001272, 1
001273, 1
001274, 1
001275, 1
001276, 1
001277, 1
001278, 1
001279, 1
001280, 1
001281, 1
001282, 1
001283, 1
001284, 1
001285, 1
001286, 1
001287, 1
001288, 1
001289, 1
001290, 1
001291, 1
001292, 1
001293, 1
001294, 1
001295, 1
001296, 1
001297, 1
001298, 1
001299, 1
001300, 1
001301, 1
001302, 1
001303, 1
001304, 1
001305, 1
001306, 1
001307, 1
001308, 1
001309, 1
001310, 1
001311, 1
001312, 1
001313, 1
001314, 1
001315, 1
001316, 1
001317, 1
001318, 1
001319, 1
001320, 1
001321, 1
001322, 1
001323, 1
001324, 1
001325, 1
001326, 1
001327, 1
001328, 1
001329, 1
001330, 1
001331, 1
001332, 1
001333, 1
001334, 1
001335, 1
001336, 1
001337, 1
001338, 1
001339, 1
001340, 1
001341, 1
001342, 1
001343, 1
001344, 1
001345, 1
001346, 1
001347, 1
001348, 1
001349, 1
001350, 1
001351, 1
001352, 1
001353, 1
001354, 1
001355, 1
001356, 1
001357, 1
001358, 1
001359, 1
001360, 1
001361, 1
001362, 1
001363, 1
001364, 1
001365, 1
001366, 1
001367, 1
001368, 1
001369, 1
001370, 1
001371, 1
001372, 1
001373, 1
001374, 1
001375, 1
001376, 1
001377, 1
001378, 1
001379, 1
001380, 1
001381, 1
001382, 1
001383, 1
001384, 1
001385, 1
001386, 1
001387, 1
001388, 1
001389, 1
001390, 1
001391, 1
001392, 1
001393, 1
001394, 1
001395, 1
001396, 1
001397, 1
001398, 1
001399, 1
001400, 1
001401, 1
001402, 1
001403, 1
001404, 1
001405, 1
001406, 1
001407, 1
001408, 1
001409, 1
001410, 1
001411, 1
001412, 1
001413, 1
001414, 1
001415, 1
001416, 1
001417, 1
001418, 1
001419, 1
001420, 1
001421, 1
001422, 1
001423, 1
001424, 1
001425, 1
001426, 1
001427, 1
001428, 1
001429, 1
001430, 1
001431, 1
001432, 1
001433, 1
001434, 1
001435, 1
001436, 1
001437, 1
001438, 1
001439, 1
001440, 1
001441, 1
001442, 1
001443, 1
001444, 1
001445, 1
001446, 1
001447, 1
001448, 1
001449, 1
001450, 1
001451, 1
001452, 1
001453, 1
001454, 1
001455, 1
001456, 1
001457, 1
001458, 1
001459, 1
001460, 1
001461, 1
001462, 1
001463, 1
001464, 1
001465, 1
001466, 1
001467, 1
001468, 1
001469, 1
001470, 1
001471, 1
001472, 1
001473, 1
001474, 1
001475, 1
001476, 1
001477, 1
001478, 1
001479, 1
001480, 1
001481, 1
001482, 1
001483, 1
001484, 1
001485, 1
001486, 1
001487, 1
001488, 1
001489, 1
001490, 1
001491, 1
001492, 1
001493, 1
001494, 1
001495, 1
001496, 1
001497, 1
001498, 1
001499, 1
001500, 1
001501, 1
001502, 1
001503, 1
001504, 1
001505, 1
001506, 1
001507, 1
001508, 1
001509, 1
001510, 1
001511, 1
001512, 1
001513, 1
001514, 1
001515, 1
001516, 1
001517, 1
001518, 1
001519, 1
001520, 1
001521, 1
001522, 1
001523, 1
001524, 1
001525, 1
001526, 1
001527, 1
001528, 1
001529, 1
001530, 1
001531, 1
001532, 1
001533, 1
001534, 1
001535, 1
001536, 1
001537, 1
001538, 1
001539, 1
001540, 1
001541, 1
001542, 1
001543, 1
001544, 1
001545, 1
001546, 1
001547, 1
001548, 1
001549, 1
001550, 1
001551, 1
001552, 1
001553, 1
001554, 1
001555, 1
001556, 1
001557, 1
001558, 1
001559, 1
001560, 1
001561, 1
001562, 1
001563, 1
001564, 1
001565, 1
001566, 1
001567, 1
001568, 1
001569, 1
001570, 1
001571, 1
001572, 1
001573, 1
001574, 1
001575, 1
001576, 1
001577, 1
001578, 1
001579, 1
001580, 1
001581, 1
001582, 1
001583, 1
001584, 1
001585, 1
001586, 1
001587, 1
001588, 1
001589, 1
001590, 1
001591, 1
001592, 1
001593, 1
001594, 1
001595, 1
001596, 1
001597, 1
001598, 1
001599, 1
001600, 1
001601, 1
001602, 1
001603, 1
001604, 1
001605, 1
001606, 1
001607, 1
001608, 1
001609, 1
001610, 1
001611, 1
001612, 1
001613, 1
001614, 1
001615, 1
001616, 1
001617, 1
001618, 1
001619, 1
001620, 1
001621, 1
001622, 1
001623, 1
001624, 1
001625, 1
001626, 1
001627, 1
001628, 1
001629, 1
001630, 1
001631, 1
001632, 1
001633, 1
001634, 1
001635, 1
001636, 1
001637, 1
001638, 1
001639, 1
001640, 1
001641, 1
001642, 1
001643, 1
001644, 1
001645, 1
001646, 1
001647, 1
001648, 1
001649, 1
001650, 1
001651, 1
001652, 1
001653, 1
001654, 1
001655, 1
001656, 1
001657, 1
001658, 1
001659, 1
001660, 1
001661, 1
001662, 1
001663, 1
001664, 1
001665, 1
001666, 1
001667, 1
001668, 1
001669, 1
001670, 1
001671, 1
001672, 1
001673, 1
001674, 1
001675, 1
001676, 1
001677, 1
001678, 1
001679, 1
001680, 1
001681, 1
001682, 1
001683, 1
001684, 1
001685, 1
001686, 1
001687, 1
001688, 1
001689, 1
001690, 1
001691, 1
001692, 1
001693, 1
001694, 1
001695, 1
001696, 1
001697, 1
001698, 1
001699, 1
001700, 1
001701, 1
001702, 1
001703, 1
001704, 1
001705, 1
001706, 1
001707, 1
001708, 1
001709, 1
001710, 1
001711, 1
001712, 1
001713, 1
001714, 1
001715, 1
001716, 1
001717, 1
001718, 1
001719, 1
001720, 1
001721, 1
001722, 1
001723, 1
001724, 1
001725, 1
001726, 1
001727, 1
001728, 1
001729, 1
001730, 1
001731, 1
001732, 1
001733, 1
001734, 1
001735, 1
001736, 1
001737, 1
001738, 1
001739, 1
001740, 1
001741, 1
001742, 1
001743, 1
001744, 1
001745, 1
001746, 1
001747, 1
001748, 1
001749, 1
001750, 1
001751, 1
001752, 1
001753, 1
001754, 1
001755, 1
001756, 1
001757, 1
001758, 1
001759, 1
001760, 1
001761, 1
001762, 1
001763, 1
001764, 1
001765, 1
001766, 1
001767, 1
001768, 1
001769, 1
001770, 1
001771, 1
001772, 1
001773, 1
001774, 1
001775, 1
001776, 1
001777, 1
001778, 1
001779, 1
001780, 1
001781, 1
001782, 1
001783, 1
001784, 1
001785, 1
001786, 1
001787, 1
001788, 1
001789, 1
001790, 1
001791, 1
001792, 1
001793, 1
001794, 1
001795, 1
001796, 1
001797, 1
001798, 1
001799, 1
001800, 1
001801, 1
001802, 1
001803, 1
001804, 1
001805, 1
001806, 1
001807, 1
001808, 1
001809, 1
001810, 1
001811, 1
001812, 1
001813, 1
001814, 1
001815, 1
001816, 1
001817, 1
001818, 1
001819, 1
001820, 1
001821, 1
001822, 1
001823, 1
001824, 1
001825, 1
001826, 1
001827, 1
001828, 1
001829, 1
001830, 1
001831, 1
001832, 1
001833, 1
001834, 1
001835, 1
001836, 1
001837, 1
001838, 1
001839, 1
001840, 1
001841, 1
001842, 1
001843, 1
001844, 1
001845, 1
001846, 1
001847, 1
001848, 1
001849, 1
001850, 1
001851, 1
001852, 1
001853, 1
001854, 1
001855, 1
001856, 1
001857, 1
001858, 1
001859, 1
001860, 1
001861, 1
001862, 1
001863, 1
001864, 1
001865, 1
001866, 1
001867, 1
001868, 1
001869, 1
001870, 1
001871, 1
001872, 1
001873, 1
001874, 1
001875, 1
001876, 1
001877, 1
001878, 1
001879, 1
001880, 1
001881, 1
001882, 1
001883, 1
001884, 1
001885, 1
001886, 1
001887, 1
001888, 1
001889, 1
001890, 1
001891, 1
001892, 1
001893, 1
001894, 1
001895, 1
001896, 1
001897, 1
001898, 1
001899, 1
001900, 1
001901, 1
001902, 1
001903, 1
001904, 1
001905, 1
001906, 1
001907, 1
001908, 1
001909, 1
001910, 1
001911, 1
001912, 1
001913, 1
001914, 1
001915, 1
001916, 1
001917, 1
001918, 1
001919, 1
001920, 1
001921, 1
001922, 1
001923, 1
001924, 1
001925, 1
001926, 1
001927, 1
001928, 1
001929, 1
001930, 1
001931, 1
001932, 1
001933, 1
001934, 1
001935, 1
001936, 1
001937, 1
001938, 1
001939, 1
001940, 1
001941, 1
001942, 1
001943, 1
001944, 1
001945, 1
001946, 1
001947, 1
001948, 1
001949, 1
001950, 1
001951, 1
001952, 1
001953, 1
001954, 1
001955, 1
001956, 1
001957, 1
001958, 1
001959, 1
001960, 1
001961, 1
001962, 1
001963, 1
001964, 1
001965, 1
001966, 1
001967, 1
001968, 1
001969, 1
001970, 1
001971, 1
001972, 1
001973, 1
001974, 1
001975, 1
001976, 1
001977, 1
001978, 1
001979, 1
001980, 1
001981, 1
001982, 1
001983, 1
001984, 1
001985, 1
001986, 1
001987, 1
001988, 1
001989, 1
001990, 1
001991, 1
001992, 1
001993, 1
001994, 1
001995, 1
001996, 1
001997, 1
001998, 1
001999, 1
002000, 1
002001, 1
002002, 1
002003, 1
002004, 1
002005, 1
002006, 1
002007, 1
002008, 1
002009, 1
002010, 1
002011, 1
002012, 1
002013, 1
002014, 1
002015, 1
002016, 1
002017, 1
002018, 1
002019, 1
002020, 1
002021, 1
002022, 1
002023, 1
002024, 1
002025, 1
002026, 1
002027, 1
002028, 1
002029, 1
002030, 1
002031, 1
002032, 1
002033, 1
002034, 1
002035, 1
002036, 1
002037, 1
002038, 1
002039, 1
002040, 1
002041, 1
002042, 1
002043, 1
002044, 1
002045, 1
002046, 1
002047, 1
002048, 1
002049, 1
002050, 1
002051, 1
002052, 1
002053, 1
002054, 1
002055, 1
002056, 1
002057, 1
002058, 1
002059, 1
002060, 1
002061, 1
002062, 1
002063, 1
002064, 1
002065, 1
002066, 1
002067, 1
002068, 1
002069, 1
002070, 1
002071, 1
002072, 1
002073, 1
002074, 1
002075, 1
002076, 1
002077, 1
002078, 1
002079, 1
002080, 1
002081, 1
002082, 1
002083, 1
002084, 1
002085, 1
002086, 1
002087, 1
002088, 1
002089, 1
002090, 1
002091, 1
002092, 1
002093, 1
002094, 1
002095, 1
002096, 1
002097, 1
002098, 1
002099, 1
002100, 1
002101, 1
002102, 1
002103, 1
002104, 1
002105, 1
002106, 1
002107, 1
002108, 1
002109, 1
002110, 1
002111, 1
002112, 1
002113, 1
002114, 1
002115, 1
002116, 1
002117, 1
002118, 1
002119, 1
002120, 1
002121, 1
002122, 1
002123, 1
002124, 1
002125, 1
002126, 1
002127, 1
002128, 1
002129, 1
002130, 1
002131, 1
002132, 1
002133, 1
002134, 1
002135, 1
002136, 1
002137, 1
002138, 1
002139, 1
002140, 1
002141, 1
002142, 1
002143, 1
002144, 1
002145, 1
002146, 1
002147, 1
002148, 1
002149, 1
002150, 1
002151, 1
002152, 1
002153, 1
002154, 1
002155, 1
002156, 1
002157, 1
002158, 1
002159, 1
002160, 1
002161, 1
002162, 1
002163, 1
002164, 1
002165, 1
002166, 1
002167, 1
002168, 1
002169, 1
002170, 1
002171, 1
002172, 1
002173, 1
002174, 1
002175, 1
002176, 1
002177, 1
002178, 1
002179, 1
002180, 1
002181, 1
002182, 1
002183, 1
002184, 1
002185, 1
002186, 1
002187, 1
002188, 1
002189, 1
002190, 1
002191, 1
002192, 1
002193, 1
002194, 1
002195, 1
002196, 1
002197, 1
002198, 1
002199, 1
002200, 1
002201, 1
002202, 1
002203, 1
002204, 1
002205, 1
002206, 1
002207, 1
002208, 1
002209, 1
002210, 1
002211, 1
002212, 1
002213, 1
002214, 1
002215, 1
002216, 1
002217, 1
002218, 1
002219, 1
002220, 1
002221, 1
002222, 1
002223, 1
002224, 1
002225, 1
002226, 1
002227, 1
002228, 1
002229, 1
002230, 1
002231, 1
002232, 1
002233, 1
002234, 1
002235, 1
002236, 1
002237, 1
002238, 1
002239, 1
002240, 1
002241, 1
002242, 1
002243, 1
002244, 1
002245, 1
002246, 1
002247, 1
002248, 1
002249, 1
002250, 1
002251, 1
002252, 1
002253, 1
002254, 1
002255, 1
002256, 1
002257, 1
002258, 1
002259, 1
002260, 1
002261, 1
002262, 1
002263, 1
002264, 1
002265, 1
002266, 1
002267, 1
002268, 1
002269, 1
002270, 1
002271, 1
002272, 1
002273, 1
002274, 1
002275, 1
002276, 1
002277, 1
002278, 1
002279, 1
002280, 1
002281, 1
002282, 1
002283, 1
002284, 1
002285, 1
002286, 1
002287, 1
002288, 1
002289, 1
002290, 1
002291, 1
002292, 1
002293, 1
002294, 1
002295, 1
002296, 1
002297, 1
002298, 1
002299, 1
002300, 1
002301, 1
002302, 1
002303, 1
002304, 1
002305, 1
002306, 1
002307, 1
002308, 1
002309, 1
002310, 1
002311, 1
002312, 1
002313, 1
002314, 1
002315, 1
002316, 1
002317, 1
002318, 1
002319, 1
002320, 1
002321, 1
002322, 1
002323, 1
002324, 1
002325, 1
002326, 1
002327, 1
002328, 1
002329, 1
002330, 1
